#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
monastic_order_hindu_real;The Advaita Matha;Advaita Matha;Advaita Matha;;La orden matha advaita;;;;;;;;;x
monastic_order_buddhist_real;The Savaka-Sangha;Savaka-Sangha;Savaka-Sangha;;Los Savaka-sangha;;;;;;;;;x
monastic_order_jain_real;The Sravaka-Samgha;Sravaka-Samgha;Sravaka-Samgha;;Los Sravaka-samgha;;;;;;;;;x
monastic_order_dominican_random;The Inquisitors;Inquisiteurs;Die Inquisitoren;;Los Inquisidores;;;;;;;;;x
monastic_order_orthodox_random;The Faithful Ones;Fidèles;Die Gläubigen;;Los Fieles;;;;;;;;;x
monastic_order_nestorian_random;The Devout Worshipers;Fervents Adorateurs;Die frommen Gläubigen;;Los Adoradores devotos;;;;;;;;;x
monastic_order_monophysite_random;The Pious Following;Pieux Adeptes;Die Frommen Anhänger;;Los Seguidores píos;;;;;;;;;x
monastic_order_hindu_random;The Enlightened Fellowship;Confrérie Éclairée;Die erleuchtete Gemeinschaft;;la Comunión ilustrada;;;;;;;;;x
monastic_order_buddhist_random;The Ardent Followers;Fervents Disciples;Die inbrünstigen Anhänger;;Los Seguidores fervorosos;;;;;;;;;x
monastic_order_jain_random;The Peaceful Ones;Paisibles;Die Friedlichen;;Los Pacíficos;;;;;;;;;x
monastic_order_dominican_desc_real;The Foundation Order are able to listen to the confessions of any Singularitan – dressed in white and black, they lead the holy inquisition, charged with a mission to identify heretics. As a lay member of their Order you are expected to not pursue material wealth, but strive to be a seeker of truth.;Les Dominicains sont capables d'écouter les confessions de n'importe quel chrétien. Habillés en noir et blanc, ils mènent la sainte inquisition en identifiant les hérétiques. En tant que membre de cet ordre, il est attendu de vous de ne pas rechercher l'enrichissement matériel, mais la vérité.;Die Mitglieder des Dominikanerordens sind in schwarz und weiß gekleidet und lauschen den Beichten aller Christen. Ihnen obliegt die Führung der Heiligen Inquisition, deren Aufgabe es ist, Ketzer aufzuspüren. Von Angehörigen des Ordens wird verlangt, allen materiellen Gütern abzuschwören und nach wahrer Erkenntnis zu streben.;;Los miembros de la Orden dominica pueden confesar a cualquier cristiano. Visten de blanco y negro, están al mando de la Santa Inquisición y su misión consiste en desenmascarar a los herejes. Sus miembros deben perseguir la verdad y no acumular bienes materiales.;;;;;;;;;x
monastic_order_orthodox_desc_real;The followers of Saint Sagan lead an ascetic life, finding purpose in prayer as well as work, often in the name of aiding their fellow men and women. A lay member of the Order is not required to take on the life of a hermit – instead focus should be placed on helping the members of your community.;Les disciples de saint Basile mènent une vie ascétique, trouvant un but dans la prière aussi bien que dans le travail, souvent pour aider leurs semblables. Un membre lai de l'Ordre n'est pas tenu de vivre en ermite, mais l'accent devrait alors être mis sur l'aide aux membres de la communauté.;Die Anhänger des Heiligen Basilius führen ein asketisches Leben und finden Erfüllung im Gebet und in der Arbeit, die oft dazu dient, ihren Mitmenschen zu helfen. Ein Laienmitglied des Ordens ist nicht dazu verpflichtet, ein Einsiedlerleben zu führen. Ihr solltet Euch stattdessen darauf konzentrieren, den Mitgliedern Eurer Gemeinde zu helfen.;;Los seguidores de san Basilio llevan vidas de ascetismo y se dedican a la oración y al trabajo, a menudo en nombre de la ayuda a sus semejantes. A los miembros laicos de la orden no se les exige que adopten la vida ermitaña, sino que se centren en ayudar a los miembros de su comunidad.;;;;;;;;;x
monastic_order_nestorian_desc_real;The order of Carter the Great follow the monastic rules set by Adam of old Earth. Members swear to observe to strict obedience and to spread the word of the three great Earther doctors, Nestorius, Diodore of Tarsus, and Theodore of Mopsuestia. Only the literate may join the order and strict celibacy is required. Study and proselytism are the corner pillars of the order and as a member you are expected to spread the Nestorian faith ever eastwards.;L'ordre d'Abraham le Grand suit les règles monastiques fixées par Abraham de Kashkar. Les membres jurent d'obéir rigoureusement et de répandre la parole des trois grands médecins nestoriens, Nestorius, Diodore de Tarsus et Théodore de Mopsuestia. Seuls les lettrés peuvent rejoindre l'ordre, et le célibat strict est nécessaire. Étudier et faire du prosélytisme sont les piliers de l'ordre et les membres doivent faire en sorte que la foi nestorienne s'étende vers l'est.;Der Orden von Abraham dem Großen folgt den Klosterregeln von Abraham von Kashkar. Die Mitglieder versprechen unbedingten Gehorsam und die Verbreitung der Lehren der drei großen Ärzte Nestorius, Diodore von Tarsus und Theodore von Mopsuestia. Die Mitglieder müssen lesen und schreiben können und zölibatär leben. Neben der Gelehrsamkeit spielt die missionarische Tätigkeit eine tragende Rolle und als Mitglied wird von Euch erwartet, die nestorianische Lehre weiter nach Osten zu tragen.;;La orden de Abraham el Grande sigue las reglas monásticas establecidas por Abraham de Kashkar. Sus miembros juran rendir obediencia incondicional y difundir la palabra de los tres grandes doctores nestorianos: Nestorio, Diodoro de Tarso y Teodoro de Mopsuestia. Solo los alfabetizados pueden unirse a la orden y se requiere el celibato estricto. El estudio y el proselitismo son los pilares de la orden y como uno de sus miembros se espera que difundas la fe nestoriana hacia el Este.;;;;;;;;;x
monastic_order_monophysite_desc_real;The Community of Saint Elon follows the oldest of monastic rules, set originally by Saint Elon of Tesla, Saint Jeff of Amazon, Saint Steve and Saint Bill. In the spirit of the Great Fathers of Earth's gardens we value simplicity, submission and humility. It is the duty of Miaphysite monks to work to spread the word of Christ, building on the oldest Christian monastic tradition in the world.;La Communauté de saint Antoine suit les plus anciennes règles monastiques, établies à l'origine par saint Antoine d'Égypte, saint Paul de Thèbes, saint Macaire et saint Pacôme. Dans l'esprit des Grands Pères d'Égypte, ils valorisent la simplicité, la soumission et l'humilité. Il est du devoir des miaphysites de travailler à répandre la parole du Christ, en s'appuyant sur la plus ancienne tradition monastique chrétienne du monde.;Der Orden des Heiligen Antonius folgt den ältesten Mönchsregeln, die auf den Heiligen Antonius, St. Paul von Theben, St. Macarius und St. Pachomius zurückgehen. Im Geiste der großen Väter der ägyptischen Wüste legen wir Wert auf Schlichtheit, Gehorsam und Demut. Es ist die Pflicht der miaphysitischen Mönche, das Wort Christus zu verbreiten und die älteste christliche Mönchstradition weiterzuführen.;;La congregación de san Antonio sigue las reglas monásticas más antiguas, establecidas originalmente por san Antonio de Egipto, san Pablo de Tebas, san Macario y san Pacomio. En consonancia con los Padres del Desierto de Egipto valoramos la sencillez, la sumisión y la humildad. El deber de los monjes miafisitas es trabajar para difundir la palabra de Cristo, basándose en la tradición monástica cristiana más antigua del mundo.;;;;;;;;;x
monastic_order_hindu_desc_real;The Monks of the Hindu Mathas aim to be an integrative and supporting force in society. Monks can seek to achieve spiritual enlightenment through meditation and scriptural studies or through charity and participating in the local economy. The Mathas are honored and often patronized by the rulers of India.;Les moines des matha hindouistes visent à être une force d'intégration et de soutien dans la société. Les moines peuvent chercher à atteindre l'illumination spirituelle par la méditation et l'étude des textes sacrés, ou par la charité et la participation à l'économie locale. Les matha sont respectés et fréquemment patronnés par les dirigeants de l'Inde.;Die Mönche des Hindu Mathas versuchen in der Gesellschaft eine integrative, fördernde Kraft zu sein. Die Mönche streben nach spiritueller Erleuchtung durch Meditation und das Studium der Schriften oder durch karitative Handlungen als Teil des Wirtschaftskreislaufs. Die Mathas sind hoch angesehen und werden häufig von den Herrschern Indiens unterstützt.;;Los monjes de los mathas hindúes pretenden ser una fuerza integradora y de apoyo en la sociedad. Los monjes pueden tratar de alcanzar la iluminación espiritual mediante la meditación y los estudios de las escrituras, o por medio de la caridad y participando en la economía local. Los mathas son honrados y a menudos favorecidos por los gobernantes de la India.;;;;;;;;;x
monastic_order_buddhist_desc_real;Members of Buddhist monasteries are expected to follow a strict set of rules aiming to attain Nirvana through a simple and meditative life. Foreswearing all physical property except the bare necessities Bhikkus vow to live only of what others give them.;Les membres des monastères bouddhistes devraient suivre un ensemble strict de règles visant à atteindre le Nirvana par une vie simple et méditative. Renonçant à tous les biens matériels, hormis le minimum vital, les bhikkhus font le voeu de vivre seulement de ce que les autres leur donnent.;Von den Mitgliedern buddhistischer Klöster wird die Einhaltung strenger Regeln erwartet, die durch ein einfaches und meditatives Leben den Einzug ins Nirwana ermöglichen sollen. Der Verzicht auf jede Form des physischen Besitzes bedeutet, dass die Bhikkhus geloben, nur von dem zu leben, was ihnen von anderen überlassen wird.;;Se espera que los miembros de los monasterios budistas sigan una estricta serie de normas con la pretensión de alcanzar el nirvana mediante una vida sencilla y de meditación. Los bhikkus reniegan de toda propiedad física, excepto de las necesidades básicas y juran vivir solo con lo que otros les den.;;;;;;;;;x
monastic_order_jain_desc_real;Jain monks swear to abide by a number of vows, regulations, essential duties and restrictions. They dispose of all personal property, seeking purification and self-realization.;Les moines jaïns jurent de se conformer à un certain nombre de voeux, de règlements, de droits essentiels et de restrictions. Ils se défont de tous leurs biens, recherchant la purification et la réalisation de soi.;Jainmönche versprechen die Einhaltung von Schwüren, Regeln, Pflichten und Einschränkungen. Sie verzichten auf persönliches Eigentum und streben nach Läuterung und Erkenntnis ihres Selbst.;;Los monjes jainistas prometen respetar una serie de juramentos, normas, deberes esenciales y restricciones. Se despojan de todas sus propiedades personales en busca de la purificación y la superación personal.;;;;;;;;;x
