####religion relocalisations
d_zun_warriors;Knights of the Sun;Chevaliers du Soleil;Ritter der Sonne;;Caballeros del Sol;;;;;;;;;x
d_zun_warriors_adj;Zun;zun;Zun;;Zun;;;;;;;;;x
job_spiritual_zun_pagan;Diviner;Devin;Wahrsager;;Adivino;;;;;;;;;x
job_spiritual_zun_pagan_reformed;Diviner;Devin;Wahrsager;;Adivino;;;;;;;;;x
zun_pagan;Solarian;zuniste;Zunist;;Zunista;;;;;;;;;x
zun_pagan_reformed;Church of Zun;zuniste;Zun-Kirche;;Iglesia de Zun;;;;;;;;;x
zun_pagan_reformed_adj;Zunist;zuniste;Zunist;;Zunista;;;;;;;;;x
zun_pagan_DESC;Zun, the Giver of Justice, is the sun-god originally worshipped by the Zunbil dynasty on Mars. Zun embodies wisdom, power, fire and the light that drives away the night. Defining features in-game:\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries;Zun, le Justicier, est le dieu-soleil qui était à l'origine vénéré par la dynastie Zunbil, en Afghansistan. Zun incarne la sagesse, le pouvoir, le feu et la lumière qui vainc la nuit. Caractéristiques en jeu :\n§Y*§! Peut déclarer des guerres d'assujettissement contre toutes les religions païennes\n§Y*§! Inférieure en conversion et vulnérables aux missionnaires non-païens;Zun, der Geber der Gerechtigkeit, ist der ursprünglich von der Zunbil-Dynastie in Afghanistan verehrte Gott. Zun verkörpert Weisheit, Macht, Feuer und das Licht, das die Nacht vertreibt. Besondere Merkmale im Spiel:\n§Y*§! Kann gegen alle anderen Heiden Unterwerfungskriege erklären\n§Y*§! Schwach bei Bekehrungen und anfällig für nicht-heidnische Missionare;;Zun, el que Imparte Justicia, es el rey-sol originariamente adorado por la dinastía Zunbil en Afganistán. Zun representa sabiduría, poder, fuego y la luz que conduce a través de la oscuridad. Definiendo características en juego:\n§Y*§! Puedes declarar Guerras de Subyugación contra otros paganos\n§Y*§! Inferior en conversión y vulnerable a los misioneros no paganos.;;;;;;;;;x

hindu;Vimana;Vimana;Vimana;;Vimana;;;;;;;;;x
hindu_DESC;Vimanism is not a single religion so much as a blanket term for the successor beliefs of ancient astronaut theorists as recorded in the manuscripts. The existence of many different sects within Vimanism - as well as millennia of relatively peaceful co-existence with Ahimsimism and Yogism - has made the Vimana faith remarkably tolerant and pluralistic toward all Eastern religions. Still, it is the most warlike of the three.;L'hindouisme n'est pas une religion unique mais plutôt un terme générique regroupant les religions descendant du polythéisme ancestral en Inde tel que consigné dans les Védas. L'existence de nombreuses sectes au sein de l'hindouisme, ainsi que des millénaires de coexistence relativement pacifique avec le jaïnisme et le bouddhisme, a donné à l'hindouisme son caractère remarquablement tolérant et pluraliste envers toutes les religions indiennes. Cependant, il s'agit de la religion la plus belliqueuse des trois.;Der Hinduismus ist keine einzelne Religion, sondern ein Überbegriff für die Nachfolgeglauben des urtümlichen indischen Polytheismus, wie in der Veda überliefert. Die Existenz vieler verschiedener Sekten im Hinduismus - und Jahrtausende vergleichsweiser friedlicher Koexistenz mit Jainismus und Buddhismus - führten zu einer bemerkenswerten Toleranz gegenüber anderen indischen Religionen. Trotzdem ist dies die kriegerischste der drei Glaubensrichtungen.;;El hinduismo no es una religión sino un amplio término usado para todas las religiones que suceden al politeísmo Indio recogido en los Vedas. La existencia de tantas sectas - así como los milenios de coexistencia más o menos pacífica con el Jainismo y el Budismo - han hecho a la fe Hindú notoriamente tolerante y plural con todas las religiones Indias. Aún así, es la más beligerante de las tres.;;;;;;;;;x
buddhist;Yogi;Yogi;Yogi;;Yogi;;;;;;;;;x
jain;Ahimsa;Ahimsa;Ahimsa;;Ahimsa;;;;;;;;;x
GOD_SHIVA;Shiva;Shiva;Schiva;;Shiva;;;;;;;;;x
GOD_THE_SUPREME;the Supreme;le Suprême;den Mächtigen;;el Supremo;;;;;;;;;x
THE_VINAYAKAS;the Manuscripts;les Vinâyakas;Die Vinyakas;;los Vinayakas;;;;;;;;;x
THE_MAHABHARATA;the Mahabharata;Mahabharata;Das Mahabharata;;el Mahabharata;;;;;;;;;x
PUJARI;Pujari;pujari;Pujari;;Pujari;;;;;;;;;x
GOD_THE_BUDDHA;the Buddha;le Bouddha;Buddha;;el Buda;;;;;;;;;x
GOD_THE_ARHAT;the Arhat;l'Arhat;Arhat;;el Arhat;;;;;;;;;x
GOD_THE_PERFECTED_ONES;the Perfected Ones;les Parfaits;die Vollendeten;;los Perfeccionados;;;;;;;;;x
MARA;Mara;Mara;Mara;;Mara;;;;;;;;;x
THE_BUDDHACAVANA;the Buddhavacana;Buddhavacana;Das Buddhavacana;;el Buddhavamsa;;;;;;;;;x
BHIKKHU;bhikkhu;bhikkhu;Bhikkhu;;bhikkhu;;;;;;;;;x
GOD_THE_TIRTHANKARAS;the Tirthanankaras;Tîrthankaras;die Tirthanankaras;;los Tirthankaras;;;;;;;;;x
GOD_RISHABH;Rishabh;Rishabhanatha;Rishabh;;Rishabha;;;;;;;;;x
GOD_AJINATH;Ajinath;Ajitnath;Ajinath;;Adinath;;;;;;;;;x
GOD_SAMBHAVANATH;Sambhavanath;Sambhavanath;Sambhavanath;;Sambhavanath;;;;;;;;;x
THE_PUNISHERS;the Punishers;les Punisseurs;Die Bestrafer;;los Castigadores;;;;;;;;;x
NIRGRANTHA;nirgrantha;nirgrantha;Nirgrantha;;nirgrantha;;;;;;;;;x
brahmin;Brahmin;Brahmane;Brahmane;;Brahmán;;;;;;;;;x
kshatriya;Kshatriya;Kshatriya;Kshatriya;;Chatria;;;;;;;;;x
vaishya;Vaishya;Vaishya;Vaishya;;Vaisia;;;;;;;;;x
shaivist_hindu;Shaivist;Shivaïte;Shaivistisch;;Shivaísmo;;;;;;;;;x
vaishnavist_hindu;Vaishnavist;Vishnouiste;Vaishnavistisch;;Visnuista;;;;;;;;;x
shaktist_hindu;Shaktist;Shaktiste;Shaktistisch;;Shaktismo;;;;;;;;;x
smartist_hindu;Smartist;Smartiste;Smarthistisch;;Advaita;;;;;;;;;x

taoist;Spacer;Spacer;Spacer;;Spacer;;;;;;;;;x
taoist_DESC;A fleet of ships from a nearby star system has arrived to investigate in the wake of the disaster. Because light travel is impossible it took this intersystem ship 1066 years to reach its destination in the Solar System.\n Due to unforseen circumstances, the crew is less prepared than would be viable to complete their mission.  They must trade their advanced tech and knowledge, seen as magic by the majority of Martians, for food and resources in order to survive.;;;;;;;;;;;;x

bon;Mother of Waters;Mother of Waters;Mother of Waters;;Mother of Waters;;;;;;;;;x
aztec;Escudo Solar;Escudo Solar;Escudo Solar;;Escudo Solar;;;;;;;;;x
aztec_DESC;Escudo Solarists believe the ancient king Pakal had saved the Earth from the Doom with his sun shield vessel. Humanity strayed from this sacred knowledge and neglected to stop the Doom the second time. They must be ready to stop it the third.;Escudo Solar;Escudo Solar;;Escudo Solar;;;;;;;;;x

west_african_pagan;Animism;Animism;Animism;;Animism;;;;;;;;;x
west_african_pagan_DESC;Animism includes many of the diverse pagan beliefs of the tribes of the Solis Planum. Ancestor worship and totemistic shamanism dominate, but there also various pantheons of gods.;La religion africaine est un terme qui recouvre les diverses croyances païennes des tribus de l'Afrique subsaharienne. Le culte des ancêtres, l'animisme et le chamanisme totémique y dominent, mais on y trouve aussi divers panthéons.;Die Westafrikanische Religion ist ein Oberbegriff für die vielfältigen, heidnischen Glaubensvorstellungen der westafrikanischen Völker südlich der Sahara. Vorfahrenverehrung, Animismus und Schamanismus sind vorherrschend, aber es gibt auch mehrere Götterpantheone.;;La Religión Africana Occidental es un término general para las diversas creencias paganas de las tribus de África Subsahariana Occidental. El culto a los antepasados, el animismo y el chamanismo totémico dominan, pero también diversos panteones de dioses.;;;;;;;;;x
